Fecha entrada,Fecha Anulacion,Fecha venta,Noches,Tip_Hab_Fra,R_Factura,AD,NI,CU,Horario_Venta,P_Alojamiento,P_Desayuno,P_Almuerzo,P_Cena,Cantidad_Habitaciones,Mes_Entrada,Mes_Venta,Antelacion,Score Canc
2016-09-01,2016-08-01,2016-07-14,3,EC,PC,3,0,0,Ma̱ana,562.8,29.61,74.03999999999999,74.03999999999999,2,September,July,49,0.36
2016-08-01,2016-07-14,2016-07-14,6,DVM,PC,2,0,0,Ma̱ana,1048.53,55.2,138.0,138.0,1,August,July,18,0.0
2016-07-30,2016-07-15,2016-07-14,3,EC,PC,2,0,0,Ma̱ana,317.58999,16.71,41.79,41.79,1,July,July,16,0.0588235294117647
2016-08-08,2016-08-01,2016-07-14,4,EC,PC,4,0,0,Tarde,501.37,26.4,65.96,65.96,1,August,July,25,0.6923076923076923
2016-08-22,2016-08-18,2016-07-14,5,DSC,PC,2,0,0,Tarde,606.275,31.9,79.75,79.75,3,August,July,39,0.875
2016-08-12,2016-08-10,2016-07-14,7,EC,PC,4,0,0,Tarde,877.40002,46.2,115.43,115.43,1,August,July,29,0.9
2016-07-29,2016-07-14,2016-07-14,7,EC,PC,4,0,0,Tarde,1098.19997,57.82,144.48000000000002,144.48000000000002,1,July,July,15,0.0
2016-07-17,2016-07-14,2016-07-14,2,EC,SA,2,0,0,Tarde,189.58,0.0,0.0,0.0,1,July,July,3,0.0
2016-08-17,2016-07-14,2016-07-14,4,DSC,MPA,3,1,0,Noche,982.0,45.68,114.2,0.0,1,August,July,34,0.0
2016-08-08,2016-07-19,2016-07-14,3,EM,PC,2,1,1,Noche,577.38,30.39,75.99,75.99,1,August,July,25,0.1923076923076923
2016-08-17,2016-07-19,2016-07-14,7,EC,PC,2,0,0,Noche,856.66,45.080000000000005,112.70000000000002,112.70000000000002,1,August,July,34,0.1428571428571429
2016-07-30,2016-07-22,2016-07-14,2,EC,SA,2,0,0,Noche,212.44,0.0,0.0,0.0,1,July,July,16,0.4705882352941176
2016-08-11,2016-08-06,2016-07-14,4,EM,SA,2,1,0,Noche,772.12,0.0,0.0,0.0,1,August,July,28,0.7931034482758621
2016-07-29,2016-07-22,2016-07-13,2,EC,HD,2,0,0,Noche,287.88,12.0,0.0,0.0,1,July,July,16,0.5294117647058824
2016-08-16,2016-07-15,2016-07-14,4,EC,MPC,2,0,1,Ma̱ana,494.8,23.0,0.0,57.52,1,August,July,33,0.0294117647058823
2016-08-11,2016-07-27,2016-07-15,3,EM,PC,2,0,0,Ma̱ana,384.3,20.22,50.55,50.55,1,August,July,27,0.4285714285714286
2016-08-06,2016-07-26,2016-07-15,5,EM,SA,3,0,0,Ma̱ana,764.5600000000001,0.0,0.0,0.0,1,August,July,22,0.4782608695652174
2016-08-06,2016-08-04,2016-07-15,7,EC,PC,2,0,0,Ma̱ana,856.66,45.080000000000005,112.70000000000002,112.70000000000002,1,August,July,22,0.8695652173913043
2016-07-29,2016-07-29,2016-07-15,1,EC,PC,2,0,0,Ma̱ana,101.42,5.34,13.34,13.34,1,July,July,14,0.9333333333333332
2016-07-24,2016-07-17,2016-07-15,1,EC,SA,2,0,0,Ma̱ana,60.66,0.0,0.0,0.0,1,July,July,9,0.1999999999999999
2016-07-21,2016-07-18,2016-07-15,3,EC,PC,3,0,0,Tarde,380.085,20.01,50.010000000000005,50.010000000000005,2,July,July,6,0.4285714285714286
2016-07-21,2016-07-18,2016-07-15,3,EC,PC,2,0,0,Tarde,380.085,20.01,50.010000000000005,50.010000000000005,2,July,July,6,0.4285714285714286
2016-07-29,2016-07-18,2016-07-15,3,EC,PC,3,0,0,Tarde,417.39999,21.96,54.92999999999999,54.92999999999999,1,July,July,14,0.1999999999999999
2016-08-06,2016-07-21,2016-07-15,7,EC,PC,2,0,0,Tarde,856.66,45.080000000000005,112.70000000000002,112.70000000000002,1,August,July,22,0.2608695652173913
2016-08-01,2016-07-15,2016-07-15,6,EM,HD,2,0,0,Tarde,872.0500199999999,36.36,0.0,0.0,1,August,July,17,0.0
2016-08-22,2016-08-11,2016-07-15,4,DSC,PC,2,0,0,Tarde,552.28,29.08,72.68,72.68,1,August,July,38,0.6923076923076923
2016-08-04,2016-07-21,2016-07-15,3,EC,PC,2,2,0,Noche,516.99999,27.21,68.03999999999999,68.03999999999999,3,August,July,20,0.2857142857142857
2016-08-04,2016-07-21,2016-07-15,3,DSC,PC,1,2,0,Noche,516.99999,27.21,68.03999999999999,68.03999999999999,3,August,July,20,0.2857142857142857
2016-08-04,2016-07-21,2016-07-15,3,DSC,PC,1,1,0,Noche,516.99999,27.21,68.03999999999999,68.03999999999999,3,August,July,20,0.2857142857142857
2016-08-23,2016-08-19,2016-07-15,3,EC,PC,2,0,0,Noche,367.14,19.32,48.3,48.3,1,August,July,39,0.875
2016-07-29,2016-07-18,2016-07-15,2,EC,PC,2,0,0,Noche,227.96,12.0,30.0,30.0,1,July,July,14,0.1999999999999999
2016-08-10,2016-07-25,2016-07-15,4,EC,MPC,2,0,0,Noche,494.8,23.0,0.0,57.52,1,August,July,26,0.3703703703703703
2016-07-17,2016-07-17,2016-07-16,1,EC,SA,2,0,0,Ma̱ana,75.84,0.0,0.0,0.0,1,July,July,1,0.5
2016-08-05,2016-08-01,2016-07-16,6,EC,PC,2,0,0,Ma̱ana,734.28,38.64,96.6,96.6,1,August,July,20,0.7619047619047619
2016-09-05,2016-07-16,2016-07-16,4,EM,MPC,2,0,0,Ma̱ana,419.24,19.52,0.0,48.76,1,September,July,51,0.0
2016-08-15,2016-08-10,2016-07-17,3,EC,HD,2,2,0,Ma̱ana,796.89,33.21,0.0,0.0,1,August,July,29,0.8
2016-09-06,2016-07-31,2016-07-17,4,EM,SA,2,1,0,Ma̱ana,538.0,0.0,0.0,0.0,1,September,July,51,0.2692307692307693
2016-07-29,2016-07-25,2016-07-18,2,DSC,PC,2,0,0,Ma̱ana,239.48,12.6,31.52,31.52,2,July,July,11,0.5833333333333333
2016-07-29,2016-07-25,2016-07-18,2,DSC,PC,2,0,0,Ma̱ana,239.48,12.6,31.52,31.52,2,July,July,11,0.5833333333333333
2016-08-17,2016-07-18,2016-07-18,4,DSC,PC,2,0,0,Ma̱ana,523.08,27.52,68.84,68.84,2,August,July,30,0.0
2016-08-17,2016-07-18,2016-07-18,4,DSC,PC,3,0,0,Ma̱ana,523.08,27.52,68.84,68.84,2,August,July,30,0.0
2016-08-22,2016-07-19,2016-07-18,8,DSC,PC,1,0,0,Ma̱ana,1004.17,52.88,132.16,132.16,2,August,July,35,0.0277777777777777
2016-08-22,2016-07-19,2016-07-18,8,DSC,PC,2,0,0,Ma̱ana,1004.17,52.88,132.16,132.16,2,August,July,35,0.0277777777777777
2016-08-18,2016-07-18,2016-07-18,6,EC,PC,4,0,0,Ma̱ana,1052.19,55.38,138.42000000000002,138.42000000000002,1,August,July,31,0.0
2016-08-12,2016-08-08,2016-07-18,3,EM,PC,2,0,0,Ma̱ana,384.3,20.22,50.55,50.55,1,August,July,25,0.8076923076923077
2016-08-26,2016-08-19,2016-07-18,4,EC,SA,2,0,0,Ma̱ana,440.66,0.0,0.0,0.0,1,August,July,39,0.8
2016-08-06,2016-08-02,2016-07-18,6,DSC,PC,2,0,0,Ma̱ana,795.34002,41.88,104.64,104.64,1,August,July,19,0.75
2016-08-08,2016-07-26,2016-07-18,3,EC,HD,2,0,0,Tarde,475.2000000000001,19.8,0.0,0.0,1,August,July,21,0.3636363636363636
2016-07-24,2016-07-22,2016-07-18,1,EM,HD,4,0,0,Tarde,129.6,5.4,0.0,0.0,1,July,July,6,0.5714285714285714
2016-07-22,2016-07-18,2016-07-18,3,EC,MPA,3,0,1,Tarde,406.98,18.93,0.0,47.34,1,July,July,4,0.0
2016-09-08,2016-08-19,2016-07-18,3,EC,MPC,2,1,0,Tarde,284.4,13.23,0.0,33.06,1,September,July,52,0.6037735849056604
2016-08-05,2016-08-01,2016-07-18,3,DVM,SA,2,0,0,Tarde,444.99999,0.0,0.0,0.0,1,August,July,18,0.736842105263158
2016-08-14,2016-08-01,2016-07-18,4,EC,PC,4,0,0,Tarde,689.88,36.32,90.76,90.76,1,August,July,27,0.5
2016-09-13,2016-07-18,2016-07-18,4,EM,HD,2,0,0,Tarde,321.64,13.4,0.0,0.0,2,September,July,57,0.0
2016-09-13,2016-07-18,2016-07-18,4,EM,HD,2,0,0,Tarde,321.64,13.4,0.0,0.0,2,September,July,57,0.0
2016-08-01,2016-08-01,2016-07-18,4,EM,SA,2,0,0,Tarde,575.38,0.0,0.0,0.0,1,August,July,14,0.9333333333333332
2016-08-15,2016-08-01,2016-07-18,4,DSM,PC,4,0,0,Tarde,962.04,50.64,126.6,126.6,2,August,July,28,0.4827586206896551
2016-08-15,2016-08-01,2016-07-18,4,DSM,PC,4,0,0,Tarde,962.04,50.64,126.6,126.6,2,August,July,28,0.4827586206896551
2016-08-08,2016-07-26,2016-07-18,4,DSM,PC,2,0,0,Noche,669.84,35.24,88.12,88.12,2,August,July,21,0.3636363636363636
2016-08-08,2016-07-26,2016-07-18,4,DSM,PC,2,0,0,Noche,669.84,35.24,88.12,88.12,2,August,July,21,0.3636363636363636
2016-08-12,2016-07-22,2016-07-18,4,EC,SA,2,0,0,Noche,475.68,0.0,0.0,0.0,1,August,July,25,0.1538461538461538
2016-07-29,2016-07-25,2016-07-18,2,EM,PC,3,0,0,Noche,331.87,17.46,43.66,43.66,1,July,July,11,0.5833333333333333
2016-07-30,2016-07-19,2016-07-18,2,DSC,PC,2,1,0,Noche,197.22,10.38,25.94,25.94,2,July,July,12,0.0769230769230768
2016-07-30,2016-07-19,2016-07-18,2,DSC,PC,1,1,0,Noche,197.22,10.38,25.94,25.94,2,July,July,12,0.0769230769230768
2016-08-16,2016-08-12,2016-07-18,5,EC,PC,2,2,0,Noche,934.27,49.15,122.9,122.9,1,August,July,29,0.8333333333333334
2016-08-22,2016-08-16,2016-07-18,7,DSM,PC,2,0,0,Noche,1117.16003,58.8,147.0,147.0,1,August,July,35,0.8055555555555556
2016-09-04,2016-08-30,2016-07-18,7,EC,MPA,2,0,0,Noche,687.15997,31.99,79.94,0.0,2,September,July,48,0.8775510204081632
2016-09-04,2016-08-30,2016-07-18,7,EC,MPA,2,0,0,Noche,687.15997,31.99,79.94,0.0,2,September,July,48,0.8775510204081632
2016-07-29,2016-07-18,2016-07-18,2,EM,PC,3,0,0,Noche,331.87,17.46,43.66,43.66,1,July,July,11,0.0
2016-08-03,2016-07-19,2016-07-19,3,EC,HD,2,0,0,Ma̱ana,380.22,15.84,0.0,0.0,1,August,July,15,0.0
2016-09-01,2016-08-24,2016-07-19,4,EM,MPC,2,0,0,Tarde,400.48,18.64,0.0,46.56,1,September,July,44,0.8
2016-08-12,2016-07-26,2016-07-19,3,EC,PC,2,0,0,Tarde,471.96,24.84,62.1,62.1,1,August,July,24,0.28
2016-07-29,2016-07-19,2016-07-19,3,EM,PC,2,0,0,Tarde,386.91,20.37,50.91,50.91,1,July,July,10,0.0
2016-07-31,2016-07-20,2016-07-19,1,EC,SA,2,0,0,Noche,77.36,0.0,0.0,0.0,1,July,July,12,0.0769230769230768
2016-08-17,2016-07-19,2016-07-19,5,EC,MPC,2,1,0,Noche,0.0,0.0,0.0,0.0,1,August,July,29,0.0
2016-08-12,2016-07-21,2016-07-19,3,EC,PC,2,0,0,Noche,379.9500000000001,20.01,50.010000000000005,50.010000000000005,1,August,July,24,0.0799999999999999
2016-07-26,2016-07-21,2016-07-19,5,EC,PC,2,0,0,Noche,653.6400000000001,34.4,86.0,86.0,1,July,July,7,0.25
2016-07-30,2016-07-21,2016-07-19,5,EC,PC,2,0,0,Noche,645.8199999999999,34.0,84.94999999999999,84.94999999999999,2,July,July,11,0.1666666666666666
2016-07-30,2016-07-21,2016-07-19,5,EC,PC,2,0,0,Noche,645.8199999999999,34.0,84.94999999999999,84.94999999999999,2,July,July,11,0.1666666666666666
2016-09-02,2016-08-27,2016-07-19,4,EM,PC,2,0,0,Noche,437.44,23.04,57.56,57.56,1,September,July,45,0.8478260869565217
2016-08-14,2016-07-27,2016-07-19,7,EM,SA,2,0,0,Noche,741.37,0.0,0.0,0.0,2,August,July,26,0.2962962962962963
2016-08-14,2016-07-27,2016-07-19,7,EM,SA,2,0,0,Noche,741.37,0.0,0.0,0.0,2,August,July,26,0.2962962962962963
2016-08-12,2016-07-20,2016-07-19,4,EM,SA,2,0,0,Noche,772.16,0.0,0.0,0.0,1,August,July,24,0.04
2016-07-30,2016-07-21,2016-07-20,9,DSM,SA,2,0,0,Ma̱ana,1474.43004,0.0,0.0,0.0,1,July,July,10,0.0909090909090909
2016-08-26,2016-08-24,2016-07-20,4,EC,PC,2,0,0,Ma̱ana,321.44,16.92,42.32,42.32,1,August,July,37,0.9210526315789472
2016-08-04,2016-07-21,2016-07-20,3,EC,MPA,2,0,0,Ma̱ana,525.75,24.450000000000003,61.14,0.0,3,August,July,15,0.0625
2016-09-08,2016-08-24,2016-07-20,3,EC,MPC,2,0,0,Ma̱ana,284.4,13.23,0.0,33.06,1,September,July,50,0.6862745098039216
2016-08-16,2016-07-28,2016-07-20,5,EC,MPA,2,0,0,Tarde,702.0999999999999,32.65,81.64999999999999,0.0,1,August,July,27,0.2857142857142857
2016-07-29,2016-07-22,2016-07-20,2,EC,PC,2,0,0,Tarde,237.46,12.5,31.24,31.24,2,July,July,9,0.1999999999999999
2016-07-29,2016-07-22,2016-07-20,2,EC,PC,2,0,0,Tarde,237.46,12.5,31.24,31.24,2,July,July,9,0.1999999999999999
2016-08-18,2016-08-18,2016-07-20,5,EC,PC,4,0,0,Noche,626.71,33.0,82.44999999999999,82.44999999999999,1,August,July,29,0.9666666666666668
2016-08-23,2016-07-21,2016-07-20,4,EC,PC,2,0,0,Noche,364.65,19.2,47.96,47.96,1,August,July,34,0.0285714285714285
2016-08-15,2016-07-21,2016-07-20,6,EC,PC,2,0,0,Noche,775.3199999999999,40.8,102.0,102.0,1,August,July,26,0.037037037037037
2016-08-22,2016-07-22,2016-07-21,4,EC,HD,2,0,0,Ma̱ana,575.73,24.0,0.0,0.0,1,August,July,32,0.0303030303030302
2016-08-12,2016-07-21,2016-07-21,3,EC,MPA,2,0,0,Ma̱ana,498.75999,23.19,57.99,0.0,1,August,July,22,0.0
2016-07-22,2016-07-21,2016-07-21,2,EC,PC,2,0,0,Tarde,275.88,14.52,36.3,36.3,4,July,July,1,0.0
2016-08-16,2016-07-21,2016-07-21,5,EM,MPC,2,0,0,Tarde,0.0,0.0,0.0,0.0,1,August,July,26,0.0
2016-08-19,2016-07-21,2016-07-21,3,EC,PC,3,0,0,Tarde,564.63,29.73,74.28,74.28,1,August,July,29,0.0
2016-07-30,2016-07-26,2016-07-21,2,EC,SA,2,0,0,Noche,212.0,0.0,0.0,0.0,1,July,July,9,0.5
2016-08-11,2016-07-22,2016-07-21,3,EM,SA,2,0,1,Noche,474.0,0.0,0.0,0.0,1,August,July,21,0.0454545454545454
2016-07-29,2016-07-25,2016-07-21,2,DSC,SA,2,0,0,Noche,318.24,0.0,0.0,0.0,1,July,July,8,0.4444444444444444
2016-08-12,2016-07-27,2016-07-22,4,EC,SA,2,0,0,Ma̱ana,410.4,0.0,0.0,0.0,1,August,July,21,0.2272727272727273
2016-07-30,2016-07-26,2016-07-22,3,EC,HD,2,1,1,Ma̱ana,0.0,0.0,0.0,0.0,1,July,July,8,0.4444444444444444
2016-08-08,2016-07-22,2016-05-17,8,EM,MPC,2,1,0,Ma̱ana,0.0,0.0,0.0,0.0,2,August,May,83,0.7857142857142857
2016-08-08,2016-07-22,2016-05-17,8,EM,MPC,2,0,0,Ma̱ana,0.0,0.0,0.0,0.0,2,August,May,83,0.7857142857142857
2016-07-31,2016-07-23,2016-07-22,1,EC,PC,2,0,0,Tarde,83.71,4.41,11.01,11.01,2,July,July,9,0.0999999999999999
2016-07-31,2016-07-23,2016-07-22,1,EC,PC,2,0,0,Tarde,83.71,4.41,11.01,11.01,2,July,July,9,0.0999999999999999
2016-08-03,2016-07-26,2016-07-22,3,DSC,PC,2,2,0,Tarde,438.18999,23.07,57.66,57.66,2,August,July,12,0.3076923076923077
2016-08-03,2016-07-26,2016-07-22,3,DSC,PC,2,1,0,Tarde,438.18999,23.07,57.66,57.66,2,August,July,12,0.3076923076923077
2016-08-10,2016-08-03,2016-07-22,5,DSC,PC,4,0,0,Tarde,784.5,41.3,103.2,103.2,2,August,July,19,0.6
2016-08-08,2016-07-23,2016-07-22,4,EC,MPC,2,0,0,Noche,0.0,0.0,0.0,0.0,1,August,July,17,0.0555555555555555
2016-08-06,2016-07-27,2016-07-23,4,EC,PC,2,0,1,Ma̱ana,602.29,31.68,79.24,79.24,1,August,July,14,0.2666666666666667
2016-09-01,2016-08-25,2016-07-23,4,EC,PC,2,0,0,Ma̱ana,278.3,14.64,36.64,36.64,2,September,July,40,0.8048780487804879
2016-08-04,2016-07-26,2016-07-25,3,EC,SA,2,0,0,Ma̱ana,543.84,0.0,0.0,0.0,1,August,July,10,0.0909090909090909
2016-08-16,2016-08-01,2016-07-25,4,EC,PC,3,0,0,Ma̱ana,543.54,28.6,71.52,71.52,1,August,July,22,0.3043478260869565
2016-08-15,2016-08-01,2016-07-25,4,EC,PC,3,0,0,Ma̱ana,543.54,28.6,71.52,71.52,1,August,July,21,0.3181818181818182
2016-08-15,2016-08-01,2016-07-25,4,EC,PC,3,0,0,Ma̱ana,572.15,30.12,75.28,75.28,1,August,July,21,0.3181818181818182
2016-09-04,2016-07-25,2016-07-25,3,EM,MPC,2,0,0,Ma̱ana,311.03001,14.46,0.0,36.150000000000006,1,September,July,41,0.0
2016-08-13,2016-07-25,2016-07-25,3,EC,MPC,2,0,0,Ma̱ana,0.0,0.0,0.0,0.0,1,August,July,19,0.0
2016-08-12,2016-07-25,2016-07-25,3,EM,PC,4,0,0,Ma̱ana,610.02999,32.099999999999994,80.28,80.28,1,August,July,18,0.0
2016-08-13,2016-07-29,2016-07-25,3,EC,PC,4,0,0,Ma̱ana,590.01999,31.05,77.64,77.64,1,August,July,19,0.1999999999999999
2016-07-29,2016-07-25,2016-07-25,2,EC,HD,4,0,0,Ma̱ana,333.97,13.92,0.0,0.0,1,July,July,4,0.0
2016-08-13,2016-07-28,2016-07-25,3,EC,PC,2,0,0,Ma̱ana,384.75,20.25,50.64,50.64,1,August,July,19,0.15
2016-08-15,2016-07-25,2016-04-29,9,EM,MPC,2,0,1,Tarde,0.0,0.0,0.0,0.0,1,August,April,108,0.7981651376146789
2016-08-02,2016-07-27,2016-07-25,4,EC,MPC,1,0,0,Tarde,327.38,15.24,0.0,38.08,1,August,July,8,0.2222222222222222
2016-08-06,2016-07-25,2016-07-25,3,EC,PC,2,0,0,Tarde,451.71999,23.76,59.42999999999999,59.42999999999999,1,August,July,12,0.0
2016-07-30,2016-07-25,2016-07-25,2,EC,SA,2,0,0,Tarde,212.44,0.0,0.0,0.0,1,July,July,5,0.0
2016-07-29,2016-07-26,2016-07-25,2,EC,PC,2,2,0,Noche,363.36,19.12,47.82,47.82,1,July,July,4,0.1999999999999999
2016-08-26,2016-08-11,2016-07-25,3,EC,PC,2,0,0,Noche,356.96001,18.78,46.95,46.95,1,August,July,32,0.5151515151515151
2016-08-09,2016-08-05,2016-07-25,3,EC,PC,2,0,0,Noche,429.11001,22.59,56.46,56.46,3,August,July,15,0.6875
2016-08-09,2016-08-05,2016-07-25,3,EC,PC,1,1,0,Noche,429.11001,22.59,56.46,56.46,3,August,July,15,0.6875
2016-08-09,2016-08-05,2016-07-25,3,EC,PC,3,0,0,Noche,579.3,30.48,76.23,76.23,3,August,July,15,0.6875
2016-07-30,2016-07-26,2016-07-25,2,EC,SA,2,0,0,Noche,212.44,0.0,0.0,0.0,1,July,July,5,0.1666666666666666
2016-09-12,2016-08-08,2016-07-26,6,SUITE,SA,2,0,0,Ma̱ana,1035.07998,0.0,0.0,0.0,1,September,July,48,0.2653061224489795
2016-08-30,2016-08-24,2016-07-26,5,DSC,SA,2,1,0,Ma̱ana,557.3299999999999,0.0,0.0,0.0,2,August,July,35,0.8055555555555556
2016-08-30,2016-08-24,2016-07-26,5,DSC,SA,2,1,0,Ma̱ana,557.3299999999999,0.0,0.0,0.0,2,August,July,35,0.8055555555555556
2016-09-05,2016-08-07,2016-07-26,6,EM,SA,2,1,0,Ma̱ana,807.0,0.0,0.0,0.0,1,September,July,41,0.2857142857142857
2016-09-01,2016-08-24,2016-07-26,5,EC,PC,2,0,0,Ma̱ana,356.68999999999994,18.75,46.900000000000006,46.900000000000006,1,September,July,37,0.7631578947368421
2016-08-22,2016-07-27,2016-07-26,7,EC,PC,2,0,0,Ma̱ana,1070.34998,56.35000000000001,140.84,140.84,1,August,July,27,0.0357142857142857
2016-08-23,2016-08-11,2016-07-26,4,EC,PC,3,0,0,Ma̱ana,624.28,32.84,82.16,82.16,1,August,July,28,0.5517241379310345
2016-07-30,2016-07-27,2016-07-26,2,EC,PC,2,0,0,Tarde,263.87,13.88,34.72,34.72,2,July,July,4,0.1999999999999999
2016-07-30,2016-07-27,2016-07-26,2,EC,PC,2,0,0,Tarde,263.87,13.88,34.72,34.72,2,July,July,4,0.1999999999999999
2016-08-28,2016-07-29,2016-07-26,5,EM,PC,2,1,1,Tarde,671.27,35.35,88.35000000000001,88.35000000000001,1,August,July,33,0.088235294117647
2016-08-11,2016-07-26,2016-07-26,3,EM,SA,2,1,0,Tarde,0.0,0.0,0.0,0.0,1,August,July,16,0.0
2016-08-11,2016-07-29,2016-07-26,5,EC,PC,4,0,0,Tarde,1035.12,54.5,136.2,136.2,1,August,July,16,0.1764705882352941
2016-08-12,2016-07-27,2016-07-26,3,EC,PC,2,0,0,Noche,724.08,38.1,95.28,95.28,1,August,July,17,0.0555555555555555
2016-08-11,2016-07-29,2016-07-26,7,EC,HD,2,0,0,Noche,765.24,31.92,0.0,0.0,2,August,July,16,0.1764705882352941
2016-08-11,2016-07-29,2016-07-26,7,EC,HD,2,0,0,Noche,765.24,31.92,0.0,0.0,2,August,July,16,0.1764705882352941
2016-08-23,2016-07-27,2016-07-26,6,EC,PC,4,0,0,Noche,1005.79002,52.92,132.36,132.36,1,August,July,28,0.0344827586206896
2016-08-12,2016-07-28,2016-07-27,3,DSM,PC,3,0,0,Ma̱ana,702.24,36.96,92.4,92.4,4,August,July,16,0.0588235294117647
2016-08-12,2016-07-28,2016-07-27,3,DSM,PC,2,0,0,Ma̱ana,561.66999,29.55,73.89,73.89,4,August,July,16,0.0588235294117647
2016-08-12,2016-08-10,2016-07-27,3,EC,PC,2,0,0,Ma̱ana,273.48999000000003,14.4,35.97,35.97,1,August,July,16,0.8235294117647058
2016-08-19,2016-07-28,2016-07-27,6,EC,HD,2,0,0,Tarde,647.41002,27.0,0.0,0.0,1,August,July,23,0.0416666666666666
2016-08-19,2016-07-28,2016-07-27,3,EC,HD,2,0,0,Tarde,325.83999,13.59,0.0,0.0,1,August,July,23,0.0416666666666666
2016-08-07,2016-07-27,2016-07-27,19,EC,SA,2,1,0,Tarde,2566.2800300000004,0.0,0.0,0.0,1,August,July,11,0.0
2016-07-31,2016-07-28,2016-07-27,1,EC,PC,2,0,0,Noche,83.71,4.41,11.01,11.01,1,July,July,4,0.1999999999999999
2016-08-12,2016-07-31,2016-07-27,3,EC,SA,2,0,0,Noche,543.84,0.0,0.0,0.0,1,August,July,16,0.2352941176470588
2016-09-01,2016-08-19,2016-07-27,7,DSC,MPC,2,1,0,Noche,881.02,40.95,0.0,102.48,1,September,July,36,0.6216216216216216
2016-08-11,2016-08-09,2016-07-27,3,DSC,SA,2,0,0,Noche,502.50999,0.0,0.0,0.0,1,August,July,15,0.8125
2016-08-11,2016-07-29,2016-07-27,3,EC,MPC,2,0,0,Noche,718.89,33.45,0.0,83.58,2,August,July,15,0.125
2016-08-11,2016-07-29,2016-07-27,3,EC,MPC,2,0,0,Noche,533.73,24.84,0.0,62.07000000000001,2,August,July,15,0.125
2016-09-08,2016-07-29,2016-07-28,3,EC,SA,2,0,0,Ma̱ana,238.86,0.0,0.0,0.0,1,September,July,42,0.0232558139534884
2016-08-16,2016-08-01,2016-07-28,3,EC,PC,2,0,0,Ma̱ana,407.66001000000006,21.450000000000003,53.64,53.64,3,August,July,19,0.1999999999999999
2016-08-16,2016-08-01,2016-07-28,3,EC,PC,4,0,0,Ma̱ana,560.55999,29.49,73.74,73.74,3,August,July,19,0.1999999999999999
2016-08-16,2016-08-01,2016-07-28,3,EC,PC,2,0,0,Ma̱ana,407.66001000000006,21.450000000000003,53.64,53.64,3,August,July,19,0.1999999999999999
2016-08-10,2016-08-01,2016-07-28,7,EC,SA,2,0,0,Ma̱ana,1268.96,0.0,0.0,0.0,1,August,July,13,0.2857142857142857
2016-08-17,2016-08-09,2016-07-28,4,EC,HD,2,0,0,Ma̱ana,437.28,18.24,0.0,0.0,3,August,July,20,0.5714285714285714
2016-08-11,2016-08-03,2016-07-28,3,EC,PC,2,0,0,Ma̱ana,385.2000000000001,20.28,50.7,50.7,2,August,July,14,0.4
2016-08-11,2016-08-03,2016-07-28,3,EC,PC,2,0,0,Ma̱ana,385.2000000000001,20.28,50.7,50.7,2,August,July,14,0.4
2016-08-06,2016-08-01,2016-07-28,4,DSC,PC,4,0,0,Tarde,930.96,49.0,122.52,122.52,1,August,July,9,0.4
2016-07-31,2016-07-28,2016-07-28,1,EM,PC,2,0,0,Tarde,88.29,4.65,11.62,11.62,1,July,July,3,0.0
2016-08-10,2016-07-29,2016-07-28,5,DSC,SA,3,0,0,Noche,557.05,0.0,0.0,0.0,2,August,July,13,0.0714285714285714
2016-08-10,2016-07-29,2016-07-28,5,DSC,SA,3,0,0,Noche,557.05,0.0,0.0,0.0,2,August,July,13,0.0714285714285714
2016-08-11,2016-07-28,2016-07-28,8,DSC,MPC,2,1,0,Noche,0.0,0.0,0.0,0.0,1,August,July,14,0.0
2016-08-22,2016-08-04,2016-07-28,7,EC,MPC,2,1,0,Noche,1086.97001,50.54,0.0,126.42,1,August,July,25,0.2692307692307693
2016-08-11,2016-07-28,2016-07-28,8,DSM,MPA,2,1,0,Noche,1655.2,76.96,192.48,0.0,1,August,July,14,0.0
2016-08-26,2016-08-22,2016-07-29,6,EC,PC,1,0,0,Ma̱ana,368.53998,19.38,48.48,48.48,1,August,July,28,0.8275862068965517
2016-08-11,2016-08-05,2016-07-29,8,DSM,MPA,3,0,0,Tarde,1787.68,83.12,207.84,0.0,1,August,July,13,0.5
2016-08-23,2016-08-04,2016-07-29,5,EM,PC,2,0,1,Tarde,619.2,32.599999999999994,81.44999999999999,81.44999999999999,1,August,July,25,0.2307692307692307
2016-07-29,2016-07-29,2016-07-29,1,EC,HD,2,0,0,Noche,129.6,5.4,0.0,0.0,1,July,July,0,0.0
2016-09-07,2016-08-22,2016-07-29,4,DSC,MPA,2,1,0,Noche,503.44,23.4,58.56,0.0,1,September,July,40,0.5853658536585367
2016-07-31,2016-07-31,2016-07-29,1,EC,SA,2,0,0,Noche,77.36,0.0,0.0,0.0,1,July,July,2,0.6666666666666667
2016-08-09,2016-08-06,2016-07-30,7,DSC,SA,2,0,0,Tarde,1080.66,0.0,0.0,0.0,2,August,July,10,0.6363636363636364
2016-08-09,2016-08-06,2016-07-30,7,DSC,SA,2,0,0,Tarde,1080.66,0.0,0.0,0.0,2,August,July,10,0.6363636363636364
2016-08-12,2016-08-02,2016-07-30,3,EC,SA,2,0,0,Tarde,405.20001,0.0,0.0,0.0,1,August,July,13,0.2142857142857143
